Name,C,254	Shape_Leng,N,19,11	Shape_Area,N,19,11	X_Cent,N,19,11	Y_Cent,N,19,11
38SMJ3	2,06452933004	0,2620853315	44,7086606018	39,5240425824
38SMK2	2,07189560695	0,2637349907	44,1212518814	39,9715897042
38SMK4	2,07206010747	0,2637769008	44,7067500329	39,9745405974
38TKK3	2,18738911551	0,2896817858	42,3235610667	40,3936560145
38TKL3	2,12301529348	0,2751772842	42,3075878896	41,2939754865
38TKL4	2,15558716363	0,2825170837	42,3156653775	40,8438323963
38TKM4	2,08971311377	0,26767566575	42,299322813	41,7440847528
38TLK1	2,07873538313	0,2652436314	42,9371310918	40,4070000284
38TLK3	2,07923839034	0,2653724962	43,5261610933	40,4160049343
38TLL1	2,09464606385	0,26881252395	42,9089848848	41,3072480641
38TLL2	2,08661016664	0,267011198	42,9232214182	40,8571454841
38TLL3	2,09517447704	0,26894948635	43,5060388028	41,3165376524
38TLL4	2,08712128769	0,2671423107	43,5162128611	40,8662884872
38TLM2	2,10291261187	0,27066838365	42,894424657	41,7573096586
